vocab,layer,model,condition,feature,strength,file,clarif_rate,best_q_sim,nli,ambik_acc,overall_weighted_score,overall_weighted_score_nli,overall_similarity_nli,resolved_proxy_rate_nli
clar_vocab,,9B,steering (eval),,,/mnt/d/MIPT/results/clar_vocab2/results_prev/ambik_eval_non_steered.json,0.5,0.31400633255640664,,0.1,,,,
clar_vocab,20.0,9B,steering (variant2),344.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered2_feat344_str3.0.json,0.5,0.26871350828558205,0.13303711368702353,0.06,0.5492899555646358,0.44074883988578906,0.26607422737404707,0.03
clar_vocab,20.0,9B,steering (variant2),383.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered2_feat383_str3.0.json,0.62,0.34687268272042276,0.1829053931462113,0.1,0.5929377637317759,0.48715241561938133,0.2950086986229214,0.05
clar_vocab,20.0,9B,steering (variant2),565.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered2_feat565_str3.0.json,0.7,0.38519307179376483,0.21278787566523533,0.14,0.6743656458882303,0.5758483909576421,0.3039826795217648,0.08
clar_vocab,20.0,9B,steering (variant2),591.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered2_feat591_str3.0.json,0.53,0.31434215694665907,0.16712281156447717,0.11,0.5651968105418383,0.45408787063075756,0.31532605955561727,0.06
clar_vocab,20.0,9B,steering (variant2),688.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered2_feat688_str3.0.json,0.62,0.345494220405817,0.174479148806422,0.09,0.6006867310785642,0.4903544268208899,0.28141798194584194,0.05
clar_vocab,20.0,9B,steering (variant2),771.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered2_feat771_str3.0.json,0.43,0.20939210373908282,0.09544964720262214,0.04,0.489911011889894,0.3839180290652794,0.22197592372702823,0.02
clar_vocab,20.0,9B,steering (eval),344.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_eval_feat344_str15.0.json,0.03,0.01711141347885132,0.006370398952858522,0.0,0.3271521797180176,0.18393865270478033,0.21234663176195076,0.0
clar_vocab,20.0,9B,steering (eval),383.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_eval_feat383_str15.0.json,0.65,0.36709148429334165,0.1896821813308634,0.13,0.6113279837877192,0.5021530281185018,0.29181874050902057,0.06
clar_vocab,20.0,9B,steering (eval),565.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_eval_feat565_str15.0.json,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
clar_vocab,20.0,9B,steering (eval),591.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_eval_feat591_str15.0.json,0.02,0.008238437622785567,0.00522274271119386,0.01,0.2754070503280518,0.21509315209621763,0.261137135559693,0.0
clar_vocab,20.0,9B,steering (eval),688.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_eval_feat688_str15.0.json,0.64,0.3662676029652357,0.203887342872913,0.11,0.6396193795128469,0.5381317169551452,0.31857397323892656,0.07
clar_vocab,20.0,9B,steering (eval),771.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_eval_feat771_str15.0.json,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
clar_vocab,20.0,9B,steering (random),10885.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat10885_str15.0.json,0.68,0.38119302339851857,0.19714161388750653,0.11,0.6106567221493163,0.5023911871428387,0.28991413806986255,0.06
clar_vocab,20.0,9B,steering (random),10885.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat10885_str3.0.json,0.64,0.3579444402456284,0.19093922287458553,0.12,0.6071408070684113,0.5027625462115096,0.2983425357415399,0.06
clar_vocab,20.0,9B,steering (random),11167.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat11167_str15.0.json,0.62,0.34689496327191593,0.18894959131022915,0.11,0.5823138404087859,0.48041360043350406,0.3047574053390793,0.07
clar_vocab,20.0,9B,steering (random),11167.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat11167_str3.0.json,0.56,0.3107460708916187,0.1632343657151796,0.09,0.5748338196338311,0.46946831593637445,0.29148993877710644,0.04
clar_vocab,20.0,9B,steering (random),12423.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat12423_str15.0.json,0.89,0.5579433643817902,0.2926815657244879,0.29,0.718569573281799,0.5993507873684049,0.3288556918252673,0.15
clar_vocab,20.0,9B,steering (random),12423.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat12423_str3.0.json,0.69,0.4045510782301426,0.21470845400355756,0.16,0.6508627897233019,0.5408090945194846,0.311171672468924,0.08
clar_vocab,20.0,9B,steering (random),1250.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat1250_str15.0.json,1.0,0.599990841448307,0.308950501565705,0.28,0.7479963365793229,0.6315802006262821,0.308950501565705,0.11
clar_vocab,20.0,9B,steering (random),1250.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat1250_str3.0.json,0.7,0.402380949370563,0.20104966988146772,0.14,0.6499106944731485,0.5348642490508083,0.2872138141163824,0.07
clar_vocab,20.0,9B,steering (random),13344.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat13344_str15.0.json,0.96,0.5246921995282173,0.2531601797742769,0.2,0.7373451540587431,0.6242068124946012,0.2637085205982051,0.11
clar_vocab,20.0,9B,steering (random),13344.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat13344_str3.0.json,0.61,0.33993123658001423,0.17038358003424947,0.11,0.5870546650751401,0.47587587389758945,0.27931734431844174,0.04
clar_vocab,20.0,9B,steering (random),1715.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat1715_str15.0.json,0.39,0.20261513881385326,0.09261291030328721,0.06,0.48629976048556695,0.37347696201319147,0.2374690007776595,0.04
clar_vocab,20.0,9B,steering (random),1715.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat1715_str3.0.json,0.58,0.33305517248809335,0.17274071358027868,0.11,0.5536506692140923,0.4430889734155994,0.29782881651772186,0.06
clar_vocab,20.0,9B,steering (random),2856.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat2856_str15.0.json,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
clar_vocab,20.0,9B,steering (random),2856.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat2856_str3.0.json,0.59,0.3463653887808323,0.19314945866732158,0.14,0.5680580349469762,0.46418282809035866,0.32737196384291795,0.06
clar_vocab,20.0,9B,steering (random),3529.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat3529_str15.0.json,0.05,0.0017377708107233047,0.007316686229314655,0.0,0.1351787622304673,0.1798100855791981,0.1463337245862931,0.0
clar_vocab,20.0,9B,steering (random),3529.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat3529_str3.0.json,0.51,0.2830194256454706,0.13679678317916114,0.09,0.5469334669226052,0.4322490414588331,0.26822898662580613,0.04
clar_vocab,20.0,9B,steering (random),8734.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat8734_str15.0.json,0.25,0.14114322409033775,0.0764707624926814,0.06,0.42485043514028514,0.32137449658403494,0.3058830499707256,0.04
clar_vocab,20.0,9B,steering (random),8734.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat8734_str3.0.json,0.53,0.3226121464371681,0.17248238704924007,0.15,0.5800766099164496,0.4667711311331077,0.32543846613064165,0.06
clar_vocab,20.0,9B,steering (random),8771.0,15.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat8771_str15.0.json,0.34,0.12501462883129716,0.07113745151716284,0.03,0.38237390625959866,0.3189889917723818,0.2092277985798907,0.03
clar_vocab,20.0,9B,steering (random),8771.0,3.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_9b_steered_rand_feat8771_str3.0.json,0.51,0.29572050504386427,0.17347581191454084,0.1,0.5406185020786254,0.4447403113889598,0.34014865081282514,0.06
clar_vocab,,9B,baseline,,1.0,/mnt/d/MIPT/results/clar_vocab2/updated_results/ambik_eval_baseline_featNone.json,0.61,0.3350397282838821,0.15531532376771792,0.06,0.5785705229067661,0.46071845437157644,0.25461528486511137,0.04
question_vocab,20.0,9B,baseline,,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_baseline_seed50_act4_featNone.json,0.61,0.3350397282838821,,0.06,,,,
question_vocab,20.0,9B,steering,229.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat229_str1.0.json,0.63,0.36205672677606343,,0.13,,,,
question_vocab,20.0,9B,steering,229.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat229_str15.0.json,0.76,0.4087213486805558,,0.12,,,,
question_vocab,20.0,9B,steering,229.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat229_str3.0.json,0.63,0.37223626874387267,,0.16,,,,
question_vocab,20.0,9B,steering,229.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat229_str30.0.json,0.68,0.3428646038286388,,0.1,,,,
question_vocab,20.0,9B,steering,480.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat480_str1.0.json,0.64,0.34764547303318977,,0.11,,,,
question_vocab,20.0,9B,steering,480.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat480_str15.0.json,0.68,0.3743391790241003,,0.13,,,,
question_vocab,20.0,9B,steering,480.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat480_str3.0.json,0.64,0.3684296142309904,,0.14,,,,
question_vocab,20.0,9B,steering,480.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat480_str30.0.json,0.55,0.30250728032551705,,0.1,,,,
question_vocab,20.0,9B,steering,748.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat748_str1.0.json,0.59,0.34127195827662943,,0.12,,,,
question_vocab,20.0,9B,steering,748.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat748_str15.0.json,0.68,0.36852156385779383,,0.09,,,,
question_vocab,20.0,9B,steering,748.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat748_str3.0.json,0.63,0.3568485234677792,,0.11,,,,
question_vocab,20.0,9B,steering,748.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question/ambik_9b_steered_seed50_act4_feat748_str30.0.json,0.83,0.42577160604298114,,0.08,,,,
question_vocab,20.0,9B,baseline,,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_baseline_seed50_act4_featNone.json,0.61,0.3350397282838821,0.15531532376771792,0.06,,,,
question_vocab,20.0,9B,steering,113.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat113_str1.0.json,0.66,0.367249303907156,0.17163979412405753,0.11,,,,
question_vocab,20.0,9B,steering,113.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat113_str15.0.json,0.51,0.27611091326922177,0.1473126771854004,0.1,,,,
question_vocab,20.0,9B,steering,113.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat113_str3.0.json,0.65,0.3732525984197855,0.2021234729886055,0.13,,,,
question_vocab,20.0,9B,steering,113.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat113_str30.0.json,0.17,0.07495672322809696,0.03584826990845613,0.02,,,,
question_vocab,20.0,9B,steering,166.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat166_str1.0.json,0.7,0.3964478627592325,0.19739657028403598,0.12,,,,
question_vocab,20.0,9B,steering,166.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat166_str15.0.json,0.78,0.4563966002315283,0.23392048478941432,0.15,,,,
question_vocab,20.0,9B,steering,166.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat166_str3.0.json,0.68,0.38223075391724703,0.18861176165286453,0.08,,,,
question_vocab,20.0,9B,steering,166.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat166_str30.0.json,0.95,0.5308509070426226,0.27331960180250464,0.21,,,,
question_vocab,20.0,9B,steering,318.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat318_str1.0.json,0.61,0.3424612256139517,0.1657611214055214,0.08,,,,
question_vocab,20.0,9B,steering,318.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat318_str15.0.json,0.58,0.32814794063568115,0.17036262632464058,0.09,,,,
question_vocab,20.0,9B,steering,318.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat318_str3.0.json,0.63,0.35180962651968,0.1855534939066274,0.11,,,,
question_vocab,20.0,9B,steering,318.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat318_str30.0.json,0.35,0.18188993718475102,0.0918292246357305,0.06,,,,
question_vocab,20.0,9B,steering,455.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat455_str1.0.json,0.61,0.35465715304017065,0.18148071555478965,0.1,,,,
question_vocab,20.0,9B,steering,455.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat455_str15.0.json,0.71,0.41096711859107016,0.19889674822043163,0.14,,,,
question_vocab,20.0,9B,steering,455.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat455_str3.0.json,0.62,0.35017087779939177,0.18848841581202577,0.14,,,,
question_vocab,20.0,9B,steering,455.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat455_str30.0.json,0.77,0.4458218865748495,0.20806119189568562,0.17,,,,
question_vocab,20.0,9B,steering,493.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str1.0.json,0.64,0.37741735761985185,0.18056759423634502,0.15,,,,
question_vocab,20.0,9B,steering,493.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str15.0.json,0.66,0.37008845968171955,0.18883970346592832,0.14,,,,
question_vocab,20.0,9B,steering,493.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str3.0.json,0.61,0.3526439179480076,0.19590196579054464,0.15,,,,
question_vocab,20.0,9B,steering,493.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat493_str30.0.json,0.04,0.013513044267892838,0.010679537745891138,0.01,,,,
question_vocab,20.0,9B,steering,711.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str1.0.json,0.66,0.38831470735371115,0.21817458452656865,0.14,,,,
question_vocab,20.0,9B,steering,711.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str15.0.json,0.73,0.38636542912572625,0.1855802962114103,0.13,,,,
question_vocab,20.0,9B,steering,711.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str3.0.json,0.67,0.377231220304966,0.20608948231732938,0.13,,,,
question_vocab,20.0,9B,steering,711.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat711_str30.0.json,0.86,0.4151319284923375,0.2147849074570695,0.13,,,,
question_vocab,20.0,9B,steering,771.0,1.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str1.0.json,0.64,0.3638221292197704,0.19908621728478465,0.14,,,,
question_vocab,20.0,9B,steering,771.0,15.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str15.0.json,0.65,0.3487499091029167,0.16034090123721398,0.09,,,,
question_vocab,20.0,9B,steering,771.0,3.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str3.0.json,0.57,0.32608926229178903,0.16139250286447349,0.1,,,,
question_vocab,20.0,9B,steering,771.0,30.0,/mnt/d/MIPT/results/question_vocab/results_layer20_question_ch1/ambik_9b_steered_seed50_act4_feat771_str30.0.json,0.47,0.23829550705850125,0.1260004503338132,0.08,,,,
